Type,Region,Residence Type,Service Type,Year,Coverage,Population,Service level
sdg,Australia and New Zealand,rural,Drinking water,2019,0,0,Limited service
sdg,Australia and New Zealand,urban,Drinking water,2019,0,0,Limited service
sdg,Australia and New Zealand,urban,Drinking water,2019,96.53564,24953355.57638,Safely managed service
sdg,Australia and New Zealand,total,Drinking water,2019,0,0,Surface water
sdg,Australia and New Zealand,rural,Drinking water,2019,0,0,Surface water
sdg,Australia and New Zealand,urban,Drinking water,2019,0,0,Surface water
sdg,Australia and New Zealand,total,Drinking water,2019,0.02534,7597.46777,Unimproved
sdg,Australia and New Zealand,rural,Drinking water,2019,0,0,Unimproved
sdg,Australia and New Zealand,urban,Drinking water,2019,0.02939,7597.10144,Unimproved
sdg,Australia and New Zealand,total,Sanitation,2020,24.4717,7420337.63626,Basic service
sdg,Australia and New Zealand,total,Sanitation,2020,0,0,Limited service
sdg,Australia and New Zealand,total,Sanitation,2020,0,0,Open defecation
sdg,Australia and New Zealand,total,Sanitation,2020,75.52085,22899518.31636,Safely managed service
sdg,Australia and New Zealand,total,Sanitation,2020,0.00744,2257.04737,Unimproved
sdg,Australia and New Zealand,total,Drinking water,2020,99.97461,30314414.026,At least basic
sdg,Australia and New Zealand,rural,Drinking water,2020,100,4149933.68,At least basic
sdg,Australia and New Zealand,urban,Drinking water,2020,3.43717,899582.23609,Basic service
sdg,Australia and New Zealand,total,Drinking water,2020,0,0,Limited service
sdg,Australia and New Zealand,rural,Drinking water,2020,0,0,Limited service
sdg,Australia and New Zealand,urban,Drinking water,2020,0,0,Limited service
sdg,Australia and New Zealand,urban,Drinking water,2020,96.53342,25264900.5907,Safely managed service
sdg,Australia and New Zealand,total,Drinking water,2020,0,0,Surface water
sdg,Australia and New Zealand,rural,Drinking water,2020,0,0,Surface water
sdg,Australia and New Zealand,urban,Drinking water,2020,0,0,Surface water
sdg,Australia and New Zealand,total,Drinking water,2020,0.02539,7697.88838,Unimproved
sdg,Australia and New Zealand,rural,Drinking water,2020,0,0,Unimproved
sdg,Australia and New Zealand,urban,Drinking water,2020,0.02941,7696.97322,Unimproved
sdg,Central and Southern Asia,total,Sanitation,2000,10.67292,161365434.7291,Basic service
sdg,Central and Southern Asia,rural,Sanitation,2000,3.16032,33618744.4878,Basic service
sdg,Central and Southern Asia,urban,Sanitation,2000,28.50596,127746691.10317,Basic service
sdg,Central and Southern Asia,total,Sanitation,2000,5.80027,87695202.91989,Limited service
sdg,Central and Southern Asia,rural,Sanitation,2000,2.01898,21477388.30947,Limited service
sdg,Central and Southern Asia,urban,Sanitation,2000,14.77614,66217815.04022,Limited service
sdg,Central and Southern Asia,total,Sanitation,2000,58.37769,882621253.44163,Open defecation
sdg,Central and Southern Asia,rural,Sanitation,2000,75.16163,799550639.75797,Open defecation
sdg,Central and Southern Asia,urban,Sanitation,2000,18.53675,83070610.95684,Open defecation
sdg,Central and Southern Asia,total,Sanitation,2000,12.92347,195391874.56047,Safely managed service
sdg,Central and Southern Asia,rural,Sanitation,2000,6.89512,73348600.06976,Safely managed service
sdg,Central and Southern Asia,urban,Sanitation,2000,27.23328,122043275.14029,Safely managed service
sdg,Central and Southern Asia,total,Sanitation,2000,12.22565,184841485.34739,Unimproved
sdg,Central and Southern Asia,rural,Sanitation,2000,12.76394,135779660.08501,Unimproved
sdg,Central and Southern Asia,urban,Sanitation,2000,10.94787,49061825.56248,Unimproved
sdg,Central and Southern Asia,total,Drinking water,2000,36.19125,547181056.25251,Basic service
sdg,Central and Southern Asia,rural,Drinking water,2000,39.57234,420960652.99715,Basic service
sdg,Central and Southern Asia,urban,Drinking water,2000,28.16538,126220402.46835,Basic service
sdg,Central and Southern Asia,total,Drinking water,2000,3.43899,51994595.22058,Limited service
sdg,Central and Southern Asia,rural,Drinking water,2000,4.16081,44261693.38561,Limited service
sdg,Central and Southern Asia,urban,Drinking water,2000,1.72555,7732901.70845,Limited service
sdg,Central and Southern Asia,total,Drinking water,2000,46.06124,696406879.50731,Safely managed service
sdg,Central and Southern Asia,rural,Drinking water,2000,37.92174,403401963.88372,Safely managed service
sdg,Central and Southern Asia,urban,Drinking water,2000,65.38242,293004916.22094,Safely managed service
sdg,Central and Southern Asia,total,Drinking water,2000,2.44563,36975878.64047,Surface water
sdg,Central and Southern Asia,rural,Drinking water,2000,3.26851,34769618.74373,Surface water
sdg,Central and Southern Asia,urban,Drinking water,2000,0.49231,2206259.76732,Surface water
sdg,Central and Southern Asia,total,Drinking water,2000,11.86289,179356841.37763,Unimproved
sdg,Central and Southern Asia,rural,Drinking water,2000,15.0766,160381103.69979,Unimproved
sdg,Central and Southern Asia,urban,Drinking water,2000,4.23433,18975737.63794,Unimproved
sdg,Central and Southern Asia,total,Sanitation,2001,11.98863,184521301.74156,Basic service
sdg,Central and Southern Asia,rural,Sanitation,2001,4.82485,52045331.93785,Basic service
sdg,Central and Southern Asia,urban,Sanitation,2001,28.77147,132475963.1896,Basic service
sdg,Central and Southern Asia,total,Sanitation,2001,6.35531,97816888.8574,Limited service
sdg,Central and Southern Asia,rural,Sanitation,2001,2.62188,28282074.33588,Limited service
sdg,Central and Southern Asia,urban,Sanitation,2001,15.10175,69534811.01888,Limited service
sdg,Central and Southern Asia,total,Sanitation,2001,55.96432,861367077.00795,Open defecation
sdg,Central and Southern Asia,rural,Sanitation,2001,72.32252,780138756.49545,Open defecation
sdg,Central and Southern Asia,urban,Sanitation,2001,17.64137,81228291.43396,Open defecation
sdg,Central and Southern Asia,total,Sanitation,2001,13.79011,212248539.30303,Safely managed service
sdg,Central and Southern Asia,rural,Sanitation,2001,7.76919,83805812.19075,Safely managed service
sdg,Central and Southern Asia,urban,Sanitation,2001,27.89552,128442719.58458,Safely managed service
sdg,Central and Southern Asia,total,Sanitation,2001,11.90164,183182458.09006,Unimproved
sdg,Central and Southern Asia,rural,Sanitation,2001,12.46156,134422166.23115,Unimproved
sdg,Central and Southern Asia,urban,Sanitation,2001,10.58989,48760310.36544,Unimproved
sdg,Central and Southern Asia,total,Drinking water,2001,35.90979,552700618.1215,Basic service
sdg,Central and Southern Asia,rural,Drinking water,2001,39.1297,422089769.91165,Basic service
sdg,Central and Southern Asia,urban,Drinking water,2001,28.3664,130610829.28816,Basic service
sdg,Central and Southern Asia,total,Drinking water,2001,3.44141,52968019.45054,Limited service
sdg,Central and Southern Asia,rural,Drinking water,2001,4.17662,45052920.23399,Limited service
sdg,Central and Southern Asia,urban,Drinking water,2001,1.71902,7915097.41883,Limited service
sdg,Central and Southern Asia,total,Drinking water,2001,46.81133,720490166.70499,Safely managed service
sdg,Central and Southern Asia,rural,Drinking water,2001,38.93114,419947971.10145,Safely managed service
sdg,Central and Southern Asia,urban,Drinking water,2001,65.27252,300542170.50278,Safely managed service
sdg,Central and Southern Asia,total,Drinking water,2001,2.38374,36689035.91761,Surface water
sdg,Central and Southern Asia,rural,Drinking water,2001,3.19417,34455311.88007,Surface water
sdg,Central and Southern Asia,urban,Drinking water,2001,0.48513,2233722.80304,Surface water
sdg,Central and Southern Asia,total,Drinking water,2001,11.45372,176288424.80537,Unimproved
sdg,Central and Southern Asia,rural,Drinking water,2001,14.56837,157148168.06176,Unimproved
sdg,Central and Southern Asia,urban,Drinking water,2001,4.15693,19140275.57919,Unimproved
sdg,Central and Southern Asia,total,Sanitation,2002,13.2347,207303640.35123,Basic service
sdg,Central and Southern Asia,rural,Sanitation,2002,6.34006,69264675.14786,Basic service
sdg,Central and Southern Asia,urban,Sanitation,2002,29.13006,138038961.5839,Basic service
sdg,Central and Southern Asia,total,Sanitation,2002,6.85246,107334440.9329,Limited service
sdg,Central and Southern Asia,rural,Sanitation,2002,3.19732,34930544.92671,Limited service
sdg,Central and Southern Asia,urban,Sanitation,2002,15.27923,72403894.07386,Limited service
sdg,Central and Southern Asia,total,Sanitation,2002,53.51259,838202163.76001,Open defecation
sdg,Central and Southern Asia,rural,Sanitation,2002,69.45922,758837265.67352,Open defecation
sdg,Central and Southern Asia,urban,Sanitation,2002,16.7482,79364912.97698,Open defecation
sdg,Central and Southern Asia,total,Sanitation,2002,14.83847,232424547.696,Safely managed service
sdg,Central and Southern Asia,rural,Sanitation,2002,8.85689,96760916.53819,Safely managed service
sdg,Central and Southern Asia,urban,Sanitation,2002,28.6288,135663628.2782,Safely managed service
sdg,Central and Southern Asia,total,Sanitation,2002,11.56178,181099636.25986,Unimproved
sdg,Central and Southern Asia,rural,Sanitation,2002,12.14651,132699810.87372,Unimproved
sdg,Central and Southern Asia,urban,Sanitation,2002,10.21371,48399819.83206,Unimproved
sdg,Central and Southern Asia,total,Drinking water,2002,35.60815,557753439.87839,Basic service
sdg,Central and Southern Asia,rural,Drinking water,2002,38.65962,422353762.56649,Basic service
sdg,Central and Southern Asia,urban,Drinking water,2002,28.5731,135399682.12657,Basic service
sdg,Central and Southern Asia,total,Drinking water,2002,3.46792,54320212.74682,Limited service
sdg,Central and Southern Asia,rural,Drinking water,2002,4.21111,46006052.49403,Limited service
sdg,Central and Southern Asia,urban,Drinking water,2002,1.75452,8314161.02331,Limited service
sdg,Central and Southern Asia,total,Drinking water,2002,47.59061,745442431.15658,Safely managed service
sdg,Central and Southern Asia,rural,Drinking water,2002,39.97939,436772124.60322,Safely managed service
sdg,Central and Southern Asia,urban,Drinking water,2002,65.13802,308670305.11265,Safely managed service
sdg,Central and Southern Asia,total,Drinking water,2002,2.30944,36174277.4184,Surface water
sdg,Central and Southern Asia,rural,Drinking water,2002,3.10615,33934465.70355,Surface water
sdg,Central and Southern Asia,urban,Drinking water,2002,0.47266,2239812.42978,Surface water
sdg,Central and Southern Asia,total,Drinking water,2002,11.02388,172674067.79981,Unimproved
sdg,Central and Southern Asia,rural,Drinking water,2002,14.04373,153426807.79271,Unimproved
sdg,Central and Southern Asia,urban,Drinking water,2002,4.06171,19247256.05318,Unimproved
sdg,Central and Southern Asia,total,Sanitation,2003,13.85377,220760864.91411,Basic service
sdg,Central and Southern Asia,rural,Sanitation,2003,6.95968,76973788.73883,Basic service
sdg,Central and Southern Asia,urban,Sanitation,2003,29.49407,143787072.65491,Basic service
sdg,Central and Southern Asia,total,Sanitation,2003,7.32878,116784716.03751,Limited service
sdg,Central and Southern Asia,rural,Sanitation,2003,3.74946,41468907.32096,Limited service
sdg,Central and Southern Asia,urban,Sanitation,2003,15.44902,75315806.85206,Limited service
sdg,Central and Southern Asia,total,Sanitation,2003,51.06951,813796330.31292,Open defecation
sdg,Central and Southern Asia,rural,Sanitation,2003,66.59251,736510125.74019,Open defecation
sdg,Central and Southern Asia,urban,Sanitation,2003,15.85319,77286190.12322,Open defecation
sdg,Central and Southern Asia,total,Sanitation,2003,16.52819,263377841.63654,Safely managed service
sdg,Central and Southern Asia,rural,Sanitation,2003,10.86767,120195982.58603,Safely managed service
sdg,Central and Southern Asia,urban,Sanitation,2003,29.36992,143181854.759,Safely managed service
sdg,Central and Southern Asia,total,Sanitation,2003,11.21975,178787543.09892,Unimproved
sdg,Central and Southern Asia,rural,Sanitation,2003,11.83067,130846622.83399,Unimproved
sdg,Central and Southern Asia,urban,Sanitation,2003,9.83379,47940912.40781,Unimproved
sdg,Central and Southern Asia,total,Drinking water,2003,35.3002,562511228.67881,Basic service
sdg,Central and Southern Asia,rural,Drinking water,2003,38.17638,422228997.83823,Basic service
sdg,Central and Southern Asia,urban,Drinking water,2003,28.77514,140282221.1362,Basic service
sdg,Central and Southern Asia,total,Drinking water,2003,3.49494,55692122.77377,Limited service
sdg,Central and Southern Asia,rural,Drinking water,2003,4.24635,46964484.11612,Limited service
sdg,Central and Southern Asia,urban,Drinking water,2003,1.79024,8727637.67921,Limited service
sdg,Central and Southern Asia,total,Drinking water,2003,48.3712,770798633.5237,Safely managed service
sdg,Central and Southern Asia,rural,Drinking water,2003,41.03801,453878492.4231,Safely managed service
sdg,Central and Southern Asia,urban,Drinking water,2003,65.00768,316920128.20768,Safely managed service
sdg,Central and Southern Asia,total,Drinking water,2003,2.23527,35619204.96132,Surface water
sdg,Central and Southern Asia,rural,Drinking water,2003,3.01836,33382887.81357,Surface water
sdg,Central and Southern Asia,urban,Drinking water,2003,0.45872,2236316.51155,Surface water
sdg,Central and Southern Asia,total,Drinking water,2003,10.59839,168886106.06399,Unimproved
sdg,Central and Southern Asia,rural,Drinking water,2003,13.5209,149540565.02897,Unimproved
sdg,Central and Southern Asia,urban,Drinking water,2003,3.96822,19345533.26235,Unimproved
sdg,Central and Southern Asia,total,Sanitation,2004,14.06286,227880458.98064,Basic service
sdg,Central and Southern Asia,rural,Sanitation,2004,6.98381,78155007.22808,Basic service
sdg,Central and Southern Asia,urban,Sanitation,2004,29.86422,149725447.02172,Basic service
sdg,Central and Southern Asia,total,Sanitation,2004,7.78414,126137458.95802,Limited service
sdg,Central and Southern Asia,rural,Sanitation,2004,4.27763,47870466.66146,Limited service
sdg,Central and Southern Asia,urban,Sanitation,2004,15.61113,78266989.67293,Limited service
sdg,Central and Southern Asia,total,Sanitation,2004,48.63826,788154657.97577,Open defecation
sdg,Central and Southern Asia,rural,Sanitation,2004,63.72734,713164839.45185,Open defecation
sdg,Central and Southern Asia,urban,Sanitation,2004,14.95746,74989801.68835,Open defecation
sdg,Central and Southern Asia,total,Sanitation,2004,18.64178,302079199.95931,Safely managed service
sdg,Central and Southern Asia,rural,Sanitation,2004,13.50053,151082736.15202,Safely managed service
sdg,Central and Southern Asia,urban,Sanitation,2004,30.11774,150996457.48521,Safely managed service
sdg,Central and Southern Asia,total,Sanitation,2004,10.87295,176189842.12787,Unimproved
sdg,Central and Southern Asia,rural,Sanitation,2004,11.51068,128814650.6466,Unimproved
sdg,Central and Southern Asia,urban,Sanitation,2004,9.44945,47375188.10179,Unimproved
sdg,Central and Southern Asia,total,Drinking water,2004,34.98672,566939335.23046,Basic service
sdg,Central and Southern Asia,rural,Drinking water,2004,37.68132,421687052.76826,Basic service
